"Symbol","Series","Date","Prev Close","Open Price","High Price","Low Price","Last Price","Close Price","Average Price","Total Traded Quantity","Turnover","No. of Trades","Deliverable Qty","% Dly Qt to Traded Qty"
"INFY","EQ","28-Nov-2018","        638.90","        640.95","        668.70","        640.00","        664.50","        666.40","        659.36","   17719890","         11683706177.25","     310146","   10672554","         60.23"
"INFY","EQ","29-Nov-2018","        666.40","        671.00","        674.90","        658.80","        665.00","        661.05","        667.03","   13399070","          8937609219.40","     170549","    7390099","         55.15"
"INFY","EQ","30-Nov-2018","        661.05","        661.00","        672.00","        660.95","        670.00","        667.45","        667.52","   10445773","          6972740710.30","     118396","    6667707","         63.83"
"INFY","EQ","03-Dec-2018","        667.45","        673.15","        679.00","        665.95","        672.45","        670.35","        670.58","    8260890","          5539597359.00","     103845","    6137214","         74.29"
"INFY","EQ","04-Dec-2018","        670.35","        672.55","        688.25","        671.30","        683.00","        685.25","        682.83","    7827923","          5345133353.50","     129170","    4357939","         55.67"
"INFY","EQ","05-Dec-2018","        685.25","        683.00","        683.65","        672.50","        682.05","        681.40","        678.97","    5177288","          3515206693.50","      96257","    3101033","         59.90"
"INFY","EQ","06-Dec-2018","        681.40","        676.10","        685.45","        664.55","        669.70","        668.50","        672.12","    8039771","          5403659737.50","     229269","    3922722","         48.79"
"INFY","EQ","07-Dec-2018","        668.50","        672.00","        685.75","        665.60","        681.00","        682.80","        679.07","    5553948","          3771508978.70","     125999","    3024829","         54.46"
"INFY","EQ","10-Dec-2018","        682.80","        669.90","        683.80","        665.20","        670.30","        669.20","        671.47","    5121196","          3438717512.95","     119910","    3114377","         60.81"
"INFY","EQ","11-Dec-2018","        669.20","        669.20","        681.90","        660.60","        673.25","        674.50","        672.27","    7120933","          4787161579.10","     204697","    3767399","         52.91"
"INFY","EQ","12-Dec-2018","        674.50","        677.10","        680.65","        670.60","        678.10","        678.50","        675.12","    6926183","          4675985775.85","      92411","    3725735","         53.79"
"INFY","EQ","13-Dec-2018","        678.50","        682.00","        700.00","        680.00","        695.35","        697.75","        690.27","    7521474","          5191853566.00","     187302","    4679887","         62.22"
"INFY","EQ","14-Dec-2018","        697.75","        697.45","        713.70","        694.40","        706.15","        706.05","        705.93","    9560576","          6749101214.85","     158039","    4777005","         49.97"
"INFY","EQ","17-Dec-2018","        706.05","        711.85","        711.85","        692.75","        692.75","        694.40","        697.79","    4778465","          3334376899.10","      95026","    2319758","         48.55"
"INFY","EQ","18-Dec-2018","        694.40","        686.50","        686.50","        674.55","        677.00","        676.60","        679.65","    8021298","          5451686819.05","     191277","    4277069","         53.32"
"INFY","EQ","19-Dec-2018","        676.60","        671.55","        671.55","        661.10","        664.60","        664.85","        665.07","    8295459","          5517046524.60","     263253","    4781304","         57.64"
"INFY","EQ","20-Dec-2018","        664.85","        660.00","        671.55","        656.40","        666.90","        667.05","        664.34","   11705260","          7776239037.15","     237519","    6351199","         54.26"
"INFY","EQ","21-Dec-2018","        667.05","        659.50","        659.50","        643.45","        646.55","        646.20","        651.10","   12802132","          8335493758.10","     228130","    6537301","         51.06"
"INFY","EQ","24-Dec-2018","        646.20","        657.00","        658.80","        647.60","        648.50","        649.00","        652.59","    8379825","          5468562526.00","     140084","    3230709","         38.55"
"INFY","EQ","26-Dec-2018","        649.00","        647.00","        647.00","        637.35","        643.90","        644.05","        641.76","    6178552","          3965160751.65","     129003","    3192480","         51.67"
"INFY","EQ","27-Dec-2018","        644.05","        652.75","        663.25","        649.00","        656.35","        656.80","        658.16","   15333902","         10092126950.95","     182988","    7084546","         46.20"
"INFY","EQ","28-Dec-2018","        656.80","        663.35","        663.50","        653.30","        656.10","        656.95","        658.29","    4736598","          3118076701.95","     105527","    2225579","         46.99"
"INFY","EQ","31-Dec-2018","        656.95","        660.00","        662.00","        655.80","        659.60","        658.95","        659.27","    3373319","          2223919550.25","      65442","    1517551","         44.99"
"INFY","EQ","01-Jan-2019","        658.95","        660.95","        666.30","        654.15","        665.95","        665.05","        660.66","    2943390","          1944579422.55","      45422","    1282161","         43.56"
"INFY","EQ","02-Jan-2019","        665.05","        666.00","        674.00","        662.05","        668.00","        669.05","        669.97","    7416655","          4968962632.60","     108094","    3880800","         52.33"
"INFY","EQ","03-Jan-2019","        669.05","        672.00","        677.00","        663.10","        668.00","        669.15","        669.66","    6827249","          4571929258.25","     125781","    3676359","         53.85"
"INFY","EQ","04-Jan-2019","        669.15","        671.75","        673.90","        651.00","        660.25","        661.05","        660.17","    7889310","          5208304588.70","     187590","    3747741","         47.50"
"INFY","EQ","07-Jan-2019","        661.05","        665.00","        673.60","        661.50","        671.70","        671.70","        667.51","    8046340","          5370973786.60","     132736","    4711672","         58.56"
"INFY","EQ","08-Jan-2019","        671.70","        674.95","        677.45","        668.55","        670.00","        670.05","        672.86","    8621545","          5801122719.75","     134369","    5652959","         65.57"
"INFY","EQ","09-Jan-2019","        670.05","        686.20","        689.80","        664.00","        675.60","        676.10","        678.41","   18130292","         12299738074.80","     314702","    8029281","         44.29"
"INFY","EQ","10-Jan-2019","        676.10","        681.60","        682.00","        672.55","        680.80","        679.70","        677.63","    9572493","          6486610275.85","     141449","    6064060","         63.35"
"INFY","EQ","11-Jan-2019","        679.70","        680.20","        685.50","        672.50","        684.35","        683.50","        679.18","   12281903","          8341603861.10","     159694","    6409592","         52.19"
"INFY","EQ","14-Jan-2019","        683.50","        707.00","        710.20","        695.95","        701.30","        701.90","        701.27","   19312937","         13543620376.15","     289248","    7316609","         37.88"
"INFY","EQ","15-Jan-2019","        701.90","        707.20","        730.00","        707.20","        728.30","        726.60","        721.52","   19671304","         14193222353.15","     285205","    8770235","         44.58"
"INFY","EQ","16-Jan-2019","        726.60","        729.90","        737.80","        728.50","        735.95","        736.80","        734.12","    9658944","          7090838080.10","     175301","    3769918","         39.03"
"INFY","EQ","17-Jan-2019","        736.80","        735.80","        739.00","        729.10","        733.20","        733.35","        733.06","    6903771","          5060865130.15","     155361","    3662842","         53.06"
"INFY","EQ","18-Jan-2019","        733.35","        730.00","        736.20","        726.30","        734.00","        730.95","        730.43","    5902151","          4311101798.25","     117506","    3555997","         60.25"
"INFY","EQ","21-Jan-2019","        730.95","        738.20","        751.00","        734.00","        743.25","        745.00","        744.87","    8129422","          6055327086.30","     207759","    4205100","         51.73"
"INFY","EQ","22-Jan-2019","        745.00","        741.25","        749.00","        734.00","        747.00","        745.35","        739.94","    6723375","          4974904338.90","     184880","    4348471","         64.68"
"INFY","EQ","23-Jan-2019","        745.35","        742.35","        742.60","        729.20","        731.65","        731.65","        735.70","    7212099","          5305910421.70","     114457","    4265475","         59.14"
"INFY","EQ","24-Jan-2019","        731.65","        728.10","        736.10","        721.00","        734.00","        732.00","        727.66","    7429783","          5406365017.90","     138534","    3721327","         50.09"
"INFY","EQ","25-Jan-2019","        732.00","        728.00","        737.90","        724.25","        730.30","        730.35","        731.70","    5543112","          4055912046.45","      86157","    3056302","         55.14"
"INFY","EQ","28-Jan-2019","        730.35","        731.00","        732.60","        719.00","        731.00","        727.95","        725.12","    7944693","          5760882919.00","     128705","    5442114","         68.50"
"INFY","EQ","29-Jan-2019","        727.95","        725.50","        732.85","        716.50","        730.05","        727.90","        721.76","    6760819","          4879714902.60","     137242","    4100300","         60.65"
"INFY","EQ","30-Jan-2019","        727.90","        727.90","        734.80","        721.10","        724.30","        725.90","        726.45","    5763026","          4186556191.95","     125751","    3267862","         56.70"
"INFY","EQ","31-Jan-2019","        725.90","        726.00","        751.30","        726.00","        750.00","        749.55","        744.47","   13825233","         10292423934.85","     265809","    8145259","         58.92"
"INFY","EQ","01-Feb-2019","        749.55","        751.35","        762.50","        744.50","        756.70","        757.05","        753.37","    6276585","          4728608322.00","     119145","    2274954","         36.25"
"INFY","EQ","04-Feb-2019","        757.05","        757.00","        762.50","        749.20","        755.90","        755.90","        754.39","    3945391","          2976361896.65","     110537","    1894178","         48.01"
"INFY","EQ","05-Feb-2019","        755.90","        747.00","        759.95","        747.00","        755.00","        754.85","        753.48","    4694366","          3537094842.65","      98651","    2610466","         55.61"
"INFY","EQ","06-Feb-2019","        754.85","        755.55","        766.95","        754.35","        763.75","        763.30","        762.75","    5880482","          4485360735.15","     150791","    3188901","         54.23"
"INFY","EQ","07-Feb-2019","        763.30","        763.05","        769.45","        761.00","        763.00","        764.00","        766.20","    3961797","          3035522378.45","     102039","    2154773","         54.39"
"INFY","EQ","08-Feb-2019","        764.00","        760.00","        772.25","        754.90","        760.90","        760.90","        763.40","    5915169","          4515625944.30","      92824","    2722938","         46.03"
"INFY","EQ","11-Feb-2019","        760.90","        766.90","        768.75","        759.00","        760.45","        762.80","        764.82","    5500216","          4206653296.00","     101154","    3149841","         57.27"
"INFY","EQ","12-Feb-2019","        762.80","        760.35","        760.35","        741.00","        750.40","        750.45","        748.38","    7310690","          5471189240.60","     148513","    3259568","         44.59"
"INFY","EQ","13-Feb-2019","        750.45","        750.10","        759.70","        743.65","        754.00","        754.90","        753.01","    5050182","          3802821367.55","     133702","    2418277","         47.88"
"INFY","EQ","14-Feb-2019","        754.90","        751.00","        753.00","        737.25","        740.35","        740.05","        745.60","    4610535","          3437611369.95","     113149","    2466085","         53.49"
"INFY","EQ","15-Feb-2019","        740.05","        742.30","        746.50","        732.60","        742.05","        741.95","        739.44","    5586389","          4130795666.45","      93850","    2900003","         51.91"
"INFY","EQ","18-Feb-2019","        741.95","        742.35","        747.65","        736.00","        741.00","        741.05","        739.90","    5346825","          3956112147.95","     105532","    3060004","         57.23"
"INFY","EQ","19-Feb-2019","        741.05","        739.10","        740.55","        721.30","        724.00","        724.30","        726.70","    9401334","          6831940830.90","     124664","    4041288","         42.99"
"INFY","EQ","20-Feb-2019","        724.30","        727.00","        743.00","        726.05","        740.55","        740.70","        734.78","    5210675","          3828686486.05","     130965","    2558375","         49.10"
"INFY","EQ","21-Feb-2019","        740.70","        738.00","        738.00","        727.10","        734.00","        733.45","        732.23","    7202786","          5274097398.60","     151794","    4504900","         62.54"
"INFY","EQ","22-Feb-2019","        733.45","        732.50","        738.20","        728.00","        734.90","        734.95","        733.71","    3750833","          2752041713.00","      99246","    1775166","         47.33"
"INFY","BL","25-Feb-2019","       1220.15","        734.95","        734.95","        734.95","        734.95","        734.95","        734.95","    1263230","           928410888.50","          1","          0","          0.00"
"INFY","EQ","25-Feb-2019","        734.95","        735.55","        758.00","        735.55","        755.00","        754.90","        749.20","    6547552","          4905413918.05","     155205","    3296211","         50.34"
"INFY","EQ","26-Feb-2019","        754.90","        748.60","        752.60","        740.15","        741.55","        742.50","        745.77","    8319610","          6204521714.05","     188778","    5101741","         61.32"
"INFY","EQ","27-Feb-2019","        742.50","        745.00","        746.40","        732.75","        734.50","        735.25","        738.56","    5936354","          4384324580.20","     181469","    3554571","         59.88"
"INFY","EQ","28-Feb-2019","        735.25","        738.70","        742.40","        732.30","        734.70","        734.30","        735.59","    8559921","          6296619713.60","     142436","    4612032","         53.88"
"INFY","EQ","01-Mar-2019","        734.30","        735.50","        743.40","        735.50","        741.80","        741.90","        740.00","    3998826","          2959115940.15","      86883","    2141670","         53.56"
"INFY","EQ","05-Mar-2019","        741.90","        740.50","        742.50","        730.25","        732.75","        732.50","        734.79","    4826505","          3546464354.00","     187167","    2953053","         61.18"
"INFY","EQ","06-Mar-2019","        732.50","        736.10","        736.10","        727.00","        732.25","        732.50","        732.02","    6076668","          4448254459.45","     201307","    3216638","         52.93"
"INFY","EQ","07-Mar-2019","        732.50","        734.00","        734.50","        720.55","        723.30","        722.95","        724.84","    5951551","          4313906549.50","     132988","    3097595","         52.05"
"INFY","EQ","08-Mar-2019","        722.95","        722.95","        722.95","        710.65","        713.20","        712.35","        714.77","    7193994","          5142023171.55","     154378","    3414734","         47.47"
"INFY","EQ","11-Mar-2019","        712.35","        713.30","        718.50","        709.40","        711.05","        711.25","        712.07","    9932198","          7072398150.50","     173911","    6593102","         66.38"
"INFY","EQ","12-Mar-2019","        711.25","        709.00","        714.95","        705.60","        706.75","        706.95","        708.99","   11997387","          8505977966.95","     224748","    8806754","         73.41"
"INFY","EQ","13-Mar-2019","        706.95","        710.00","        718.60","        706.30","        709.00","        708.45","        710.81","   11348867","          8066893616.50","     183506","    5754904","         50.71"
"INFY","EQ","14-Mar-2019","        708.45","        714.00","        714.90","        706.20","        708.45","        708.35","        710.02","    6415187","          4554911140.75","     158840","    3794127","         59.14"
"INFY","EQ","15-Mar-2019","        708.35","        712.00","        723.75","        709.60","        720.00","        718.55","        717.57","   14638664","         10504207794.75","     174230","    9286884","         63.44"
"INFY","EQ","18-Mar-2019","        718.55","        721.55","        723.70","        705.35","        709.50","        710.20","        715.00","    8065544","          5766884632.40","     169894","    4656010","         57.73"
"INFY","EQ","19-Mar-2019","        710.20","        712.80","        726.50","        707.40","        725.90","        722.25","        715.22","    8917337","          6377897941.45","     165399","    5704607","         63.97"
"INFY","EQ","20-Mar-2019","        722.25","        727.25","        742.30","        727.15","        737.80","        738.95","        737.53","   13471173","          9935368276.45","     368666","    6929551","         51.44"
"INFY","BL","22-Mar-2019","        734.95","        738.95","        738.95","        738.95","        738.95","        738.95","        738.95","    1727935","          1276857568.25","          1","    1727935","        100.00"
"INFY","EQ","22-Mar-2019","        738.95","        745.00","        746.35","        732.30","        745.00","        743.10","        741.40","    8883260","          6586009782.70","     186950","    5182729","         58.34"
"INFY","EQ","25-Mar-2019","        743.10","        742.40","        742.40","        730.55","        733.95","        735.25","        735.24","    7644966","          5620907954.85","     150353","    4078146","         53.34"
"INFY","EQ","26-Mar-2019","        735.25","        735.25","        735.25","        719.10","        727.80","        727.75","        724.65","    9406261","          6816221095.10","     220918","    5868934","         62.39"
"INFY","EQ","27-Mar-2019","        727.75","        730.00","        732.30","        727.15","        728.90","        729.70","        730.32","    7387487","          5395199920.75","     122789","    5505910","         74.53"
"INFY","EQ","28-Mar-2019","        729.70","        730.00","        745.00","        730.00","        739.10","        737.80","        739.73","    9277241","          6862616740.60","     187881","    5521081","         59.51"
"INFY","EQ","29-Mar-2019","        737.80","        743.90","        747.95","        740.00","        742.15","        743.85","        743.49","    6924061","          5147991154.00","     155083","    4592403","         66.33"
"INFY","EQ","01-Apr-2019","        743.85","        742.00","        760.00","        742.00","        753.75","        755.10","        754.32","    6584982","          4967199559.50","     149150","    3788889","         57.54"
"INFY","EQ","02-Apr-2019","        755.10","        759.00","        765.80","        754.60","        755.00","        759.40","        760.56","    7283600","          5539625142.55","     169885","    4249666","         58.35"
"INFY","EQ","03-Apr-2019","        759.40","        756.00","        758.50","        746.80","        751.65","        753.30","        752.48","    6897127","          5189955761.45","     200625","    4213270","         61.09"
"INFY","EQ","04-Apr-2019","        753.30","        751.40","        753.80","        745.10","        748.95","        747.90","        748.43","    7688525","          5754345632.50","     178872","    5138276","         66.83"
"INFY","EQ","05-Apr-2019","        747.90","        750.90","        760.95","        748.00","        759.55","        759.30","        758.69","    6276040","          4761576372.70","     148065","    3851738","         61.37"
"INFY","EQ","08-Apr-2019","        759.30","        763.05","        770.00","        755.40","        769.15","        767.25","        762.80","    4919911","          3752910223.70","     143815","    2380635","         48.39"
"INFY","EQ","09-Apr-2019","        767.25","        770.00","        773.00","        758.20","        760.80","        760.60","        765.16","    6730692","          5150087734.70","     146107","    3353329","         49.82"
"INFY","EQ","10-Apr-2019","        760.60","        764.00","        766.70","        751.30","        752.85","        752.70","        759.53","    7031088","          5340336510.75","     134089","    4201714","         59.76"
"INFY","EQ","11-Apr-2019","        752.70","        751.75","        751.75","        740.05","        743.40","        742.70","        744.27","    8200995","          6103734443.10","     158348","    5047043","         61.54"
"INFY","EQ","12-Apr-2019","        742.70","        743.10","        751.55","        740.60","        748.00","        747.75","        746.82","    7043212","          5260021360.65","     165165","    2587611","         36.74"
